name,sector,founded,headquarters,founders,country,amount_raised_inr
Superpro.ai,Enterprise Tech,2019.0,Bengaluru,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar",India,
Superset,Edtech,2016.0,Bengaluru,"Naman Agrawal, Pranjal Goswami",India,
Supersourcing,Consumer Services,2020.0,Bengaluru,"Aditi Chaurasia, Mayank Pratap",India,
Supersquad,Media & Entertainment,2024.0,Gurugram,"Akash Kadyan, Anushrut Khare",India,
Supertails,Ecommerce,2021.0,Bengaluru,"Aman Tekriwal, Varun Sadana, Vineet Khanna",India,"Rs 2,360,520,000.0"
Supplified Technologies Pvt. Ltd.,Real Estate Tech,2015.0,New Delhi,"Mohit Goel, Nalin Saluja, Nalin Saluja",India,"Rs 83,000,000.0"
Supply Port,Ecommerce,2022.0,New Delhi,"Samarthya Bhargava,Samarthya Bhargava",India,
Supply6,Ecommerce,2019.0,Bengaluru,"Rahul Jacob, Vaibhav Bhandari",India,
Supplynote,Enterprise Tech,2015.0,Noida,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash",India,"Rs 336,150,000.0"
Supr Daily,Consumer Services,2015.0,Bengaluru,"Puneet Kumar,Shreyas Nagdawane",India,"Rs 134,460,000.0"
Suraasa,Edtech,2017.0,Gurugram,"Rishabh Khanna,Ankit Khanna,Sahil Makker,Rishabh Khanna,Ankit Khanna,Sahil Makker",India,"Rs 597,600,000.0"
SureWaves,Enterprise Tech,2006.0,Bengaluru,"Anant Kansal, Rajendra Khare, Tapan Datta",India,"Rs 659,020,000.0"
Survaider,Enterprise Tech,2016.0,Bengaluru,"Madhulika Mukherjee, Tushar Mishra",India,
SuryodayBank,Fintech,2008.0,Navi Mumbai,Baskar Babu,India,"Rs 8,944,080,000.0"
Sushrut Designs,Health Tech,2018.0,Pune,Atul Kherde,India,
SustVest,Fintech,2018.0,Gurugram,"Devansh Shah, Hardik Bhatia, Prashanth Konda, Prashanth Sai Konda",India,
SustainKart,Ecommerce,2021.0,Hyderabad,"Kanthi Dutt, Shilpa Reddy",India,
Sustainable Agro-commercial Finance Ltd,Fintech,2011.0,Mumbai,"Ajit Bhavarlal Jain, Anil Bhavarlal Jain",India,"Rs 1,494,000,000.0"
Sustainiam,Clean Tech,2023.0,Bengaluru,"Sapna Nijhawan, Tech - Pranav Kumar Burnwal",India,"Rs 244,850,000.0"
Sutradhar,Media & Entertainment,2020.0,New Delhi,"Gaurav Tiwari, Satish Meena",India,
Suwasthi,Ecommerce,2017.0,Noida,Kunwar Chauhan,India,
Suzette,Foodtech,2011.0,Mumbai,"Antonia Achache, Jérémie Sabbagh, Pierre Labail",India,"Rs 115,370,000.0"
Svakarma Finance,Fintech,2017.0,Mumbai,Kaushik Mazumdar,India,
Svami,Ecommerce,2016.0,Mumbai,Sahil Jatana,India,"Rs 159,360,000.0"
Svasti Microfinance,Fintech,2008.0,Mumbai,"Arunkumar Padmanabhan, Narayanan Subramaniam",India,"Rs 1,762,920,000.0"
Svatantra,Fintech,2012.0,Mumbai,Ananya Birla,India,"Rs 20,565,740,000.0"
Svish on The Go,Ecommerce,2020.0,Gurugram,"Ishan Grover, Jaideep Mahajan",India,"Rs 136,950,000.0"
Swaasa,Enterprise Tech,2017.0,Hyderabad,Narayana Rao Sripada,India,
Swaayatt Robots,Deeptech,2015.0,Bhopal,Sanjeev Sharma,India,"Rs 581,830,000.0"
Swadesh,Fintech,2020.0,New Delhi,Prateek Swain,India,"Rs 186,750,000.0"
Swadha Energies,Ecommerce,2015.0,Chennai,Ankit Poddar,India,
Swageazy,Ecommerce,2021.0,Gurugram,"Sameer Wahie,Sneh Setu",India,
Swap,Foodtech,2019.0,Hyderabad,Praveen Kota,India,
Swapp Design,Clean Tech,2022.0,Bengaluru,"Buddhabrata Chakravorty, Pathi Mohan Rao",India,
Swara Fincare,Fintech,2022.0,Gurugram,"Dev Verma, Mukund Madhav, Sumit Ranjan",India,"Rs 190,900,000.0"
Swasthya,Enterprise Tech,2021.0,Mumbai,"Akshay Navalakha, Jainil Parekh, Rahul Jeshnani",India,
Swasti Agro,Agritech,2011.0,Pune,Abhay Shendye,India,
Sweet Karam Coffee,Ecommerce,2015.0,Chennai,"B. Venkatakrishnan, V. Jayanthi",India,"Rs 124,500,000.0"
Sweetish House Mafia,Ecommerce,2014.0,Mumbai,"Aakash Sethi, Neha Arya Sethi",India,"Rs 138,610,000.0"
Swiflearn,Edtech,2019.0,Gurugram,"Abhinav Agarwal, Anand Bakode",India,"Rs 249,000,000.0"
Swift,Logistics,2018.0,Bengaluru,"Debanshu Sinha, Prayas Mittal, Shyam Kalita",India,"Rs 182,600,000.0"
Swiggy,Foodtech,2014.0,Bengaluru,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety",India,"Rs 297,140,000,000.0"
Swiggy- Access Kitchens,Foodtech,2017.0,Bengaluru,"Nandan Reddy, Phani Kishan Addepalli, Rahul Jaimini, Sriharsha Majety",India,
Swipe,Fintech,2021.0,Hyderabad,"Aditya Vemuganti, Amrit Om Nayak, Krunal Patel, Sri Teja Allaparthi",India,"Rs 166,000,000.0"
Swipe Mobile,Ecommerce,2012.0,Pune,"Shripal Gandhi, Aman Gupta",India,"Rs 413,340,000.0"
Swipez,Fintech,2014.0,Mumbai,"Shuhaid Lambe, Vivek Iyer",India,
Swish,Ecommerce,2024.0,Bengaluru,"Aniket Shah, Saran S, Ujjwal Sukheja",India,"Rs 166,000,000.0"
Swish Club,Enterprise Tech,2023.0,Bengaluru,"Dushyant Sapre, Jai Anand, Suraj Kumar",India,"Rs 478,910,000.0"
Switch My Loan,Fintech,2021.0,Mumbai,"Chintan Panchmatiya, Himanshu Panchmatiya, Hemali Bhatt, Raj Kariya",India,
SwitchMe,Fintech,2012.0,Mumbai,Aditya Mishra,India,
SwitchOn,AI,2017.0,Bengaluru,"Aniruddha Banerjee, Avra Banerjee",India,"Rs 430,770,000.0"
Swizzle,Alcoholic Beverages,2020.0,Bengaluru,"Vrinda Singhal,Vrinda Singhal",India,
Swytchd,Clean Tech,2021.0,Bengaluru,"Sameer Arif,Sameer Arif",India,
Symbionic,Health Tech,2019.0,Chennai,Rishi Krishna Niranjan Kumar R,India,
Symbo,Fintech,2017.0,Mumbai,"Anik Jain,Mitesh Jain",India,"Rs 780,200,000.0"
Symple Wellness,Enterprise Tech,2017.0,Mumbai,Chinmoy Mishra,India,
SynThera Biomedical,Health Tech,2015.0,Pune,Nilay Lakhkar,India,
Synapsica,Enterprise Tech,2019.0,Bengaluru,"Cherian Dr, Gandharv Goyal, Kuldeep Singh Chauhan, Meenakshi Singh",India,"Rs 348,600,000.0"
Synaptic,Fintech,2016.0,Gurugram,"Anurag Abbott, Rohit Razdan",India,"Rs 1,660,000,000.0"
Synoverge,Enterprise Services,2010.0,Ahmedabad,"Prashant Halari, Namrata Gupta, Ritesh Dave, Jayanta Sarkar",India,
Syntellect,Fintech,2010.0,Mumbai,"Sumedha Salunkhe Naik,Isaac S Nadar,Jagadish Sadashiv Salunkhe,Jagadish Sadashiv Salunkhe,Sumedha Salunkhe Naik,Isaac S Nadar,Jagadish Sadashiv Salunkhe,Jagadish Sadashiv Salunkhe",India,
Syntizen,Enterprise Tech,2014.0,Hyderabad,"Dinesh Desu, Siddharth Kukatlapalli, Vamsi Kotte",India,
Syook,Deeptech,2016.0,Bengaluru,"Aman Agarwal, Arjun Nagarajan, Saurabh Sharma",India,"Rs 83,000,000.0"
Systemantics,Advanced Hardware & Technology,2014.0,Bengaluru,Jagannath Raju,India,
T-3 AgroTech,Agritech,2024.0,Pune,Narendra Dhele,India,
TABLT,Health Tech,2018.0,Kolkata,"Anant Jain, Anish Agarwal",India,"Rs 373,500,000.0"
TABPS Pets,Ecommerce,2020.0,Coimbatore,"Brindha Vijayakumar, Pratik Gandhikumar, Arun Kumar mukherjee",India,
TAO Automation,Advanced Hardware & Technology,2016.0,Bengaluru,"Arjun Vaznaik, Praveen Pahwa",India,
TBS Planet Comics,Media & Entertainment,2016.0,Roorkee,Rajeev Tamhankar,India,
TEAL,Real Estate Tech,2018.0,Bengaluru,"Kshitij Batra, Rohan Shridhar",India,"Rs 224,100,000.0"
TEN,Consumer Services,2022.0,Hyderabad,"Kishore Manepalli, G Someswara Rao, Shaik Mehtab Alam",India,
THE GOURMET JAR,Ecommerce,2012.0,Noida,"Apeksha Jain, Rishab Suresh",India,
THE HOUSE OF RARE,Ecommerce,2014.0,Bengaluru,"Akshika Poddar, Manish Kumar Poddar",India,"Rs 1,547,950,000.0"
THIRUMALS PAPER ARIZONA PVT. LTD.,Ecommerce,2022.0,New Delhi,"Ankitt Jain, Sharlee Jain",India,
TIEA Connectors,Deeptech,2019.0,Dharwad,"Punit Joshi, Ajit PS",India,
TNQ InGage,Enterprise Tech,2019.0,Chennai,Vijay Karunakaran,India,"Rs 166,000,000.0"
TNQ Technologies,Enterprise Tech,1998.0,Chennai,Vijay Karunakaran,India,"Rs 166,000,000.0"
TOFlo,Fintech,2015.0,Mumbai,Naveen Peter,India,
TOONSUTRA,Media & Entertainment,2022.0,Bengaluru,"Shared Devarajan,Shared Devarajan",India,"Rs 91,300,000.0"
TRANSO,Enterprise Tech,2017.0,Bengaluru,"Aravind Appaji, Srikanth M.",India,"Rs 166,000,000.0"
TRASE Footwear,Ecommerce,2016.0,New Delhi,"Dhruv Gupta, Jitin Goel",India,
TRDR,Fintech,2020.0,Bengaluru,Ricky Jacob,India,
TRICE,Media & Entertainment,2017.0,Hyderabad,"Goutham Reddy Thumu, Jaya Priyankha Raghuraman, Naveen Kl, Surendra Ganne",India,
TRIKL,Enterprise Tech,2023.0,Bengaluru,"Raushan Sharma, Shalu Panwar",India,
TRIOLT ENERGY,Clean Tech,2022.0,Hyderabad,,India,
TSAW,,2019.0,New Delhi,"Kishan Tiwari, Rimanshu Pandey",India,
TTSF Cloud One,Foodtech,2020.0,Hyderabad,"Ashwin Mocherla, Yeshwanth Nag Mocherla",India,"Rs 444,050,000.0"
TVF,Media & Entertainment,2012.0,Mumbai,Arunabh Kumar,India,"Rs 1,906,510,000.0"
TWF Flours,Ecommerce,2017.0,Noida,"Arjun Rungta, Pranjal Kumar",India,"Rs 120,350,000.0"
TWID,Fintech,2020.0,Bengaluru,"Amit Koshal, Amit Sharma, Rishi Batra",India,"Rs 1,115,520,000.0"
Taali Foods,Ecommerce,2019.0,Mumbai,"Aarti Kochhar Kaji, Aditya Kaji",India,
Table Space,Real Estate Tech,2017.0,Bengaluru,Amit Banerji,India,"Rs 24,900,000,000.0"
TableSprint,Enterprise Tech,2024.0,Bengaluru,"Chirag Jadhav, Abhijeet Kumar",India,"Rs 83,000,000.0"
TagBox,Logistics,2016.0,Bengaluru,"Adarsh Kumar, Saumitra Singh",India,"Rs 327,850,000.0"
TagZ Foods,Ecommerce,2019.0,Bengaluru,"Anish Basu Roy, Sagar Bhalotia",India,"Rs 252,320,000.0"
Tagda Raho,Health Tech,2020.0,Bengaluru,Rishabh Malhotra,India,
Tagmango,Media & Entertainment,2019.0,Mumbai,"Divyanshu Damani, Mohammad Hasan",India,
TailBlaze,Ecommerce,2022.0,Bengaluru,Manaall Maniyar,India,
Tailorman,Ecommerce,2013.0,Bengaluru,"Gautam Golchha, Vidya Nataraj",India,
TailsLife,Consumer Services,2015.0,Bengaluru,"Balaji Ramesh, Kanishk Lihala",India,
Tailz,Consumer Services,2021.0,New Delhi,"Mansi Kohli, Sonali Sahni",India,
Tajurba,Media & Entertainment,2017.0,Gurugram,"Anil Goyal, Suresh Mansharamani, Uma Mansharamani",India,
TakeMe2Space,Advanced Hardware & Technology,2023.0,Hyderabad,Ronak Kumar Samantray,India,
Talent 500 by ANSR,Enterprise Tech,2019.0,Bengaluru,"Akhyansh Mohapatra, Vikram Ahuja",India,
Talent Litmus,Enterprise Tech,2016.0,Mumbai,"Amit Verma, Kiran Wadhwa, Satpreet Arora",India,
TalentNext,Enterprise Tech,2016.0,Mumbai,Shekhar Purohit,India,"Rs 83,000,000.0"
Talentedge,Edtech,2012.0,Gurugram,Aditya Malik,India,
Talentrack,Consumer Services,2015.0,New Delhi,Vineet Bajpai,India,
Talocity,Enterprise Tech,2015.0,Gurugram,"Devvrat Arya, Rajat Suneja",India,
Tamasha,Media & Entertainment,2020.0,Mumbai,"Saurabh Gupta, Siddharth Swarnkar",India,"Rs 278,880,000.0"
Tan90,Logistics,2019.0,Chennai,"Karan Sharma,Medha Krishnan,Rajnikant Rai,Shiv Sharma",India,"Rs 168,489,999.0"
Tango Eye,AI,2017.0,Chennai,Surender Gounder,India,
Tap Invest,Fintech,2022.0,Bengaluru,"Nishchay Nath,Sauyma Kushwaha,Himanshu Chowdhary",India,"Rs 190,900,000.0"
TapChief,Enterprise Tech,2016.0,Bengaluru,"Arjun Krishna Vasisht, Binay Krishna Shivam, Shashank Murali",India,"Rs 190,900,000.0"
TapFin,Fintech,2023.0,Mumbai,"Aditya Singh, Pramod Marar, Terniza Berry",India,"Rs 332,000,000.0"
TapOnn,Media & Entertainment,2022.0,Indore,"Aman Jolly,Dhruv Jolly,Aman Jolly,Dhruv Jolly",India,
Tapzo,Enterprise Tech,2015.0,Bengaluru,"Ankur Singla, Avinash Vankadaru, Vishal Pal Chaudhary, Vishrut Chalsani",India,"Rs 1,919,790,000.0"
Taqtics,Enterprise Tech,2021.0,Bengaluru,"Pavan Sumanth, Rajesh Jiandani, Vivek Azad",India,"Rs 99,600,000.0"
Target Accelerators,,2014.0,Bengaluru,,India,
Tarrakki,Fintech,2018.0,Ahmedabad,Saumya Shah,India,
TartanHQ,Enterprise Tech,2021.0,Gurugram,"Pramey Jain, Meet Semlani",India,"Rs 373,500,000.0"
TartanSense,Agritech,2015.0,Bengaluru,Jaisimha Rao,India,"Rs 1,328,830,000.0"
Tarusa World,Ecommerce,2012.0,Mumbai,Rupali Gupta,India,
TaskBucks,Enterprise Tech,2014.0,Gurugram,"Atul Yadav, Kumar Apurva",India,"Rs 1,245,000,000.0"
Taskbob,Consumer Services,2014.0,Mumbai,"Abhiroop Medhekar, Aseem Khare",India,"Rs 473,100,000.0"
Taskmo,Consumer Services,2020.0,Bengaluru,"Naveen Ramachandra, Prashant Janadri",India,"Rs 116,200,000.0"
Tasty Tales,Ecommerce,2019.0,Bengaluru,"Pavandeep Singh, Rinka Banerjee",India,
Tauro Wealth,Fintech,2015.0,Bengaluru,"Anand Vivek Srivastava, Harsh Vardhan Singh",India,
Tavaga Advisory Services Pvt Ltd,Fintech,2015.0,Mumbai,"Arijit Sarkar, Hemant Jain, Niharika Rao, Nitin Mathur, Ravinath Dasika, Shashi Shekhar, Sridhar Eaturu, Sushant Nath",India,
Tax Buddy,Fintech,2018.0,Mumbai,"Srinivas Reddy, Sujit Bangar, Vidyasagar Patil",India,"Rs 253,980,000.0"
Tax2Win,Fintech,2015.0,Jaipur,"Abhishek Soni, Vertika Kedia",India,"Rs 83,000,000.0"
TaxGenie,Enterprise Services,2015.0,Mumbai,"Afzal Modak, Rakesh Dube",India,
TaxNodes,Fintech,2022.0,Bengaluru,"Avinash Shekhar,Karthikeyan NG",India,"Rs 132,800,000.0"
TaxSutra,,2010.0,Pune,"Ameya Kunte, Arun Anant, Arun Giri",India,
TaxiForSure,Travel Tech,2011.0,Bengaluru,"Aprameya Radhakrishna, Raghunandan G",India,"Rs 3,652,000,000.0"
TaxiPixi,Travel Tech,2012.0,New Delhi,"Gaurav Agarwal, Jitender Sharma, Kajal Dubey",India,
TaxiVaxi,Enterprise Tech,2014.0,Gurugram,"Ankit Gupta,Vinod Kumar",India,
Taxilla,Enterprise Tech,2017.0,Hyderabad,Pavan Peechara,India,
Tazzo Bikes,Travel Tech,2015.0,Hyderabad,"Priyam Saraswat, Priyank Suthar, Shivangi Srivastava, Vikrant Gossain",India,
Tea Post,Foodtech,2013.0,Ahmedabad,Darshan Dashani,India,
Tea Trunk,Ecommerce,2011.0,Panjim,Snigdha Manchanda,India,
Teabox,Ecommerce,2013.0,Siliguri,"Kausshal Dugarr, Prachi Jain",India,"Rs 1,162,000,000.0"
Teacherr,Media & Entertainment,2019.0,Hyderabad,"Harsha Teja, Sonu Sharma, Varun Beluguppa",India,
Teachmint,Enterprise Tech,2020.0,Bengaluru,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain",India,"Rs 9,794,000,000.0"
Teachmore,Media & Entertainment,2017.0,Bengaluru,"Deep Shah, Harshal Bhakta",India,
Tealfeed,Enterprise Tech,2021.0,Gurugram,"Rohit Garg, Sourabh Kaushik",India,
Team Indus,Advanced Hardware & Technology,2011.0,Bengaluru,Rahul Narayan,India,"Rs 124,500,000.0"
TeamNest,Enterprise Tech,2017.0,Mumbai,"Mahesh Jethani, Prashant Shah",India,
Teamonk,Ecommerce,2016.0,Bengaluru,"Amit Dutta, Ashok Mittal, Kakali Dutta",India,"Rs 194,220,000.0"
TechChefs,Enterprise Services,2015.0,Bengaluru,"Basheer Mohammad, Kannan Shrinivas, Pratap V. Simha, Vijay Rao, Vikram Pawar",India,
TechEagle Innovations,,2017.0,Gurugram,"Anshu Abhishek, Vikram Singh Meena",India,
TechZig,Enterprise Tech,2023.0,Raipur,,India,
Techizer,Enterprise Services,2011.0,Mumbai,"Dolly Wadalkar, Praveen Wadalkar",India,
Techjockey,Ecommerce,2016.0,New Delhi,"Akash Nangia, Arjun Mittal",India,
Technisanct,Enterprise Tech,2018.0,Bengaluru,"Dinson David Kurian, Nandakishore Harikumar, Rakesh Aikkara",India,
Technixia,Real Estate Tech,2019.0,Kolkata,"Shubham Sinha, Suruchi Gagan",India,
Techno Sportswear Private Limited,Ecommerce,2015.0,Tiruppur,"Sumit Kumar Santhalia, Sunil Jhunjhunwala",India,"Rs 1,740,510,000.0"
Technobind,Enterprise Tech,2011.0,Bengaluru,"Harikrishna Prabhu, Prashanth Gj",India,
Technology 9 Labs,Enterprise Tech,2014.0,New Delhi,"Fahad Moti Khan,Gaurav Gaggar",India,
Techpanion,Enterprise Tech,2016.0,Mumbai,Chandresh Sharma,India,
Techware,Enterprise Services,2007.0,Kochi,"Nixon Solomon, Joby Jose",India,
Techyon Automotive,Clean Tech,2022.0,Haridwar,,India,
Tecxprt,Enterprise Tech,2020.0,Bengaluru,Naveen Murugan,India,
Teewe,Deeptech,2013.0,Kormangala,"Sai Srinivas Kiran G, Shubham Malhotra",India,"Rs 145,250,000.0"
Tegro,Fintech,2022.0,Bengaluru,Siddharth Menon,India,
TekUncorked,Advanced Hardware & Technology,2019.0,Gurugram,"Meenakshi Vashist, Ram Sethi, Rohit Monga",India,
Tekie,Edtech,2017.0,Bengaluru,"Anand Verma, Naman Mukund",India,"Rs 124,500,000.0"
Teknophile,Consumer Services,2019.0,Hyderabad,Saathwik Yadavalli,India,
Teksolvr,,2017.0,Chandigarh,Manpreet Singh,India,
Teleport,Travel Tech,2022.0,Bengaluru,Nikita Dresswala,India,
Teligenz,Fintech,2013.0,Bengaluru,Prasad V L,India,
Tellephant,Enterprise Tech,2021.0,Bengaluru,"Aditya Anand, Varun Kapoor",India,
Telluris Biotech,Agritech,2015.0,Hyderabad,"Alejandro Calderon-Urrea, Glenda Polack, Venu Polineni",India,"Rs 332,000,000.0"
TempoGo,Enterprise Tech,2015.0,Panaji,Pranav Shirke,India,"Rs 88,810,000.0"
TenderCuts,Ecommerce,2016.0,Chennai,"Nishanth Chandran, Sasikumar Kallanai, Varun Prasad Chandran, Venkkatesan R.",India,"Rs 1,598,580,000.0"
Tericsoft,Enterprise Services,2018.0,Hyderabad,"Abdul Rahman Janoo, Anand Reddy Kukudala Sainath",India,
Teritree Technologies,Enterprise Tech,2012.0,Bengaluru,"Ravikiran Annaswamy, Sriram Venkatapathy, Tina Mani",India,
Terra,Media & Entertainment,2023.0,Bengaluru,,India,
Terra Food Co.,Foodtech,2017.0,Ahmedabad,"Sriram Nair,Sriram Nair",India,"Rs 149,400,000.0"
Terractive,Ecommerce,2023.0,Mumbai,"Raena Ambani, Rahee Choksi",India,
Tessol,Logistics,2013.0,Navi Mumbai,"Rajat Gupta,Niranjana Neelakantan",India,"Rs 92,960,000.0"
Test Cafe,Enterprise Tech,2016.0,Noida,Anish Passi,India,
Testbook,Edtech,2013.0,Navi Mumbai,"Abhishek Sagar, Ashutosh Kumar, Manoj Munna, Narendra Agrawal, Yadvendar Champawat",India,"Rs 1,041,650,000.0"
TestnTrack,Edtech,2020.0,Jaipur,"Priya Soni, Vinay Kamal Sharma",India,
Testsigma,Enterprise Tech,2019.0,Bengaluru,"Pratheep Velicherla, Rukmangada Kandyala",India,"Rs 1,062,400,000.0"
Text Mercato,Enterprise Tech,2015.0,Bengaluru,"Kiran Ramakrishna, Subhajit Mukherjee",India,"Rs 300,460,000.0"
That Sassy Thing,Ecommerce,2021.0,New Delhi,"Sachee Malhotra,Himanshu Bhalla",India,
ThatMate,Health Tech,2018.0,Pune,"Madhavi Jadhav, Nishant Neeraj",India,
The 1% Club,Edtech,2022.0,Mumbai,"Sharan Hegde,Raghav Gupta,Sharan Hegde,Raghav Gupta",India,"Rs 99,600,000.0"
The Artment,Ecommerce,2019.0,Gurugram,"Aanchal Agarwal,Aditya Agarwal,Aanchal Agarwal,Aditya Agarwal",India,
The Ayurveda Co,Ecommerce,2021.0,Gurugram,"Param Bhargava, Shreedha Singh",India,"Rs 1,245,000,000.0"
The Ayurveda Experience,Ecommerce,2010.0,Gurugram,Rishav Chopra,India,"Rs 2,908,320,000.0"
The Baker's Dozen,Ecommerce,2012.0,Mumbai,"Aditi Handa,Siddharth Handa,Sneh Jain",India,"Rs 747,000,000.0"
The Barbeque Company,Consumer Services,2015.0,New Delhi,Harmandeep Singh Khurana,India,"Rs 123,670,000.0"
The Bear House,Ecommerce,2017.0,Bengaluru,"Tanvi Somaiya, Alka Jayesh Somaiya, Harsh Somaiya",India,
The Beer Cafe,Foodtech,2012.0,Gurugram,Rahul Singh,India,"Rs 765,260,000.0"
The Belgian Waffle Co.,Ecommerce,2015.0,Mumbai,"Alisha Shirodkar, Shrey Aggarwal",India,
The Betel Leaf Co.,Ecommerce,2019.0,Bengaluru,"Payal Raheja, Prem Raheja",India,"Rs 166,000,000.0"
The Better India,Media & Entertainment,2015.0,Bengaluru,"Anuradha Kedia, Dhimant Parekh",India,"Rs 304,610,000.0"
The Blue Book,Real Estate Tech,2013.0,Bengaluru,Varun Kumar Akula,India,
The Bohri Kitchen,Consumer Services,2014.0,Mumbai,"Munaf Kapadia, Nafisa Kapadia",India,
The Butternut Company,Ecommerce,2016.0,Mumbai,"Ankita Maniktala Kukreja,Sahil Kukreja",India,
The Clownfish,Ecommerce,2012.0,Mumbai,,India,
The CoWrks Foundry,,2017.0,Bengaluru,,India,
The Cube Club,Ecommerce,2020.0,Mumbai,"Prateek Bhagchandka, Pratik Agarwal",India,"Rs 90,470,000.0"
The Design Cart,Ecommerce,2018.0,New Delhi,Apaar Gupta,India,
The Designer's Class,Edtech,2020.0,Mumbai,"Samarth Bajaj,Adeesh Nahar,Vishal Bajaj",India,"Rs 83,000,000.0"
The Disposal Company,Clean Tech,2020.0,New Delhi,Bhagyashree Bhansali Jain,India,
The Divine Foods,Ecommerce,2019.0,Attur,Kiru Maikkapillai,India,
The DriveSales™,Consumer Services,2019.0,New Delhi,Ankit Raj,India,
The Energy Company,Clean Tech,2021.0,Bengaluru,"Rahul Lamba,Prashant Rathee,Pratik Somani,Kavita Rathee",India,
The Esports Club,Media & Entertainment,2019.0,Bengaluru,"Vamsi Krishna ,Ishaan Arya ,Nabu",India,"Rs 249,000,000.0"
The Family Doctor,Health Tech,2010.0,Bengaluru,Naresh Malhotra,India,"Rs 498,000,000.0"
The Forest Collective,Clean Tech,2021.0,New Delhi,"Vani Bhatnagar, Pawan Vyas",India,
The Fresh Press,Ecommerce,2018.0,Mumbai,"Mithil Lodha, Rahul Jain",India,
The Fuel Delivery,Consumer Services,2020.0,Mumbai,"Rakshit Mathur,Rakshit Mathur",India,"Rs 166,000,000.0"
The Gene Box,Enterprise Services,2015.0,Mumbai,"Pranav Anam, Shiraz Siddiqui, Taher Kagdi",India,
The Good Bug,Ecommerce,2022.0,Mumbai,"Keshav Biyani,Prabhu Karthikeyan Veluswamy",India,"Rs 581,000,000.0"
The Good Life Company,Ecommerce,2016.0,Mumbai,"Bhuman Dani, Shariq Ashraf",India,"Rs 166,000,000.0"
The Green Snack,Ecommerce,2015.0,Mumbai,"Chetan Sharda, Jasmine Kaur Sharda",India,
The Growth Gazette,Media & Entertainment,2023.0,Bengaluru,,India,
The Happiness Project,Health Tech,2022.0,Bengaluru,"Natasha Sagar, Tintisha Sagar",India,
The Health Factory,Ecommerce,2017.0,Mumbai,"Mohit Sankhala,Vinay Maheshwari",India,"Rs 311,250,000.0"
The Healthy Billion,Enterprise Tech,2015.0,Gurugram,"Akansh Khurana, Gagandeep Singh, Rajesh Pachar, Rohit Kumar",India,"Rs 1,834,300,000.0"
The Healthy Company,Ecommerce,2018.0,Gurugram,"Ackshay Jain, Devansh Nawal",India,
The Hive Hostels,Travel Tech,2019.0,Mumbai,"Bharat Agarwal, Siddharth Agrawal",India,"Rs 113,710,000.0"
The Home Salon,Consumer Services,2014.0,Mumbai,"Rishika Chandan,Nihar Thanawala",India,
The Hosteller,Travel Tech,2015.0,Mumbai,"Pranav Dangi, Sumit Mishra",India,"Rs 872,330,000.0"
The Hub,Real Estate Tech,2016.0,Bengaluru,Azaan Feroz Sait,India,
The Indian Ethnic,Ecommerce,2016.0,Mumbai,"Hetal Desai, Lekhinee Desai",India,
The Indian IRIS,,2015.0,Noida,Narayan Singh Rao,India,
The Indus Valley,Ecommerce,2016.0,Chennai,"Jagadeesh Kumar, Madhumitha Uday Kumar",India,"Rs 355,240,000.0"
The Kabadiwala,Clean Tech,2013.0,Bhopal,"Anurag Asati, Kavindra Raghuwanshi",India,"Rs 211,650,000.0"
The Ken,Media & Entertainment,2016.0,Bengaluru,"Ashish K Mishra, Rohin Dharmakumar, Seema Singh",India,"Rs 176,790,000.0"
The Kettlery,Ecommerce,2015.0,Ahmedabad,Sandeep Kotecha,India,"Rs 83,000,000.0"
The Krishi,Agritech,2018.0,Gurugram,"Ashish Mishra,Siddhant Bhomia",India,
The Label Life,Ecommerce,2012.0,Mumbai,Preeta Sukhtankar,India,"Rs 257,300,000.0"
The Little Farm Co.,Ecommerce,2019.0,Gurugram,"Aditya Bhargava, Niharika Bhargava",India,
The Man Company,Ecommerce,2015.0,Gurugram,"Bhisham Bhateja, Hitesh Dhingra, Parvesh Kumar, Rohit Chawla",India,"Rs 600,090,000.0"
The Meat Chop,Ecommerce,2020.0,Chennai,"Appaas Ajmal Khan, Kalyanasundaram A, Navas Khan,Yasar",India,
The Moms Co,Ecommerce,2016.0,Gurugram,"Malika Datt Sadani, Mohit Sadaani",India,"Rs 747,000,000.0"
The Money Club,Fintech,2016.0,Noida,"Manuraj Jain, Surajit Ray",India,"Rs 361,050,000.0"
The Moustache Laundry,Consumer Services,2015.0,Pune,"Gurdeep Singh, Sameer Jain",India,
The Mumum Co.,Consumer Services,2017.0,Mumbai,"Farah Nathani Menzies, Shreya Lamba",India,
The Naturik Co,Ecommerce,2022.0,Chandigarh,"Isha Chadha, Sahil Vohra",India,
The Nestery,Ecommerce,2019.0,Bengaluru,"T S Viswanathan,Vaishnavi R,T S Viswanathan,Vaishnavi R",India,
The New Shop,Ecommerce,2019.0,New Delhi,"Aastha Almast, Charak Almast, Mani Dev Gyawali",India,
The News Minute,Media & Entertainment,2014.0,Bengaluru,"Chitra Subramaniam, Dhanya Rajendran, Vignesh Vellore",India,
The Office Pass,Real Estate Tech,2017.0,Gurugram,Aditya Verma,India,
