name,sector,founded,headquarters,founders,country,amount_raised_inr,state
Food NI,Enterprise Tech,2015.0,Hyderabad,"Anantha Subramanian, Gopala Subramanian, Shoban Mamillapalli, Swaminathan Gopal",India,,Telangana
Food Talk India,Consumer Services,2013.0,New Delhi,"Anjali Batra, Shuchir Suri",India,,Delhi
FoodAbhi,Foodtech,2014.0,Parel,"Amit Dube, Shraddha Dube",India,,Maharashtra
Foodcloud,Consumer Services,2014.0,New Delhi,"Sanjhi Rajgarhia, Shamit Khemka, Vedant Kanoi",India,,Delhi
Foodebaba,Consumer Services,2015.0,New Delhi,"Deval Thakur, Krishnan Sunderarajan",India,,Delhi
Foodmonk,Consumer Services,2018.0,Mumbai,"Abhishek Choudhary, Robbin Singh",India,,Maharashtra
Foodpanda India,Foodtech,2012.0,Bengaluru,"Rohit Chadda, Saurabh Kochhar",India,"Rs 9,130,000,000.0",Karnataka
FoodyBuddy,Foodtech,2015.0,Bengaluru,"Akil Sethuraman, Anup Gopinath, Rachna Rao",India,"Rs 158,530,000.0",Karnataka
Foom,Ecommerce,2017.0,Bengaluru,Lokesh Bevara,India,,Karnataka
Footprints Childcare,Edtech,2012.0,Gurugram,"Ashish Aggarwal, Purvesh Sharma, Raj Singhal",India,,Haryana
Foradian,Enterprise Tech,2009.0,Bengaluru,Abdulla Hisham,India,"Rs 166,000,000.0",Karnataka
ForeignAdmits,Fintech,2018.0,Bengaluru,"Ashwini Jain, Nikhil Jain",India,,Karnataka
ForeverShop,Enterprise Tech,2016.0,Bengaluru,Martin Tan,India,,Karnataka
Formi,Enterprise Tech,2022.0,Bengaluru,"Anirudh Arun, Aryamann Ningombam, Dhanush S Reddy, Harshavardhan KR, Venkat GH",India,,Karnataka
FortunePay,Fintech,2011.0,Bengaluru,"Manju S Murthy, Shashidhar Puttashamaiah",India,"Rs 83,000,000.0",Karnataka
Forus Health,Health Tech,2010.0,Bengaluru,"K. Chandrasekhar, Shyam Vasudev, Shyam Vasudeva Rao",India,"Rs 1,112,200,000.0",Karnataka
Foundit,Consumer Services,2010.0,Hyderabad,Alok Mittal,India,"Rs 1,506,450,000.0",Telangana
Fourseven,Ecommerce,2013.0,Gurugram,Rebekkah Kumar,India,,Haryana
Fourth Ambit,Media & Entertainment,2011.0,Bengaluru,"Rahul Das, Ruby Peethambaran, Shyam Menon",India,,Karnataka
Fourth Partner Energy,Clean Tech,2010.0,Hyderabad,"Saif Dhorajiwala, Vikas Saluguti, Vivek Subramanian",India,"Rs 53,092,610,000.0",Telangana
FoxPire,AI,2023.0,Vadodara,Indrani Saini,India,,Gujarat
Foxtale,Ecommerce,2021.0,Mumbai,Romita Mazumdar,India,"Rs 5,571,790,000.0",Maharashtra
Foxy,Ecommerce,2018.0,New Delhi,"Chandranshu Sinha, Kartik Sheth, Nikhil Gilani, Sachin Singhal",India,,Delhi
Fraazo,Ecommerce,2018.0,Mumbai,"Aashish Krishnatre, Atul Kumar, Sumit Rai, Vikas Dosala",India,"Rs 5,229,830,000.0",Maharashtra
Fracktal Works,Advanced Hardware & Technology,2013.0,Bengaluru,"Rohit Asil, Vijay Raghav Varada",India,"Rs 247,340,000.0",Karnataka
Fractal Analytics,Enterprise Tech,2000.0,Mumbai,"Pranay Agrawal, Srikanth Velamakanni,Nirmal Palaparthi,Pradeep Suryanarayan,Ramakrishna Reddy",India,"Rs 56,855,000,000.0",Maharashtra
Framebench,Enterprise Tech,2012.0,Pune,"Rohit Agarwal, Vineet Markan",India,,Maharashtra
Frammer AI,Enterprise Tech,2023.0,New Delhi,"Suparna Singh, Kawaljit Singh Bedi, Arijit Chatterjee",India,"Rs 166,000,000.0",Delhi
Frangipani,Ecommerce,2012.0,Mumbai,"Mansi Kilachand, Sunaina Patel",India,,Maharashtra
Frankly.me,Media & Entertainment,2014.0,Noida,"Abhishek Gupta, Nikunj Jain",India,"Rs 99,600,000.0",Uttar Pradesh
Freakins,Ecommerce,2021.0,Mumbai,"Puneet Anil Sehgal,Shaan Shah,Rachit Maskara,Sachin Shah",India,"Rs 332,830,000.0",Maharashtra
FreeCharge,Fintech,2010.0,Gurugram,"Kunal Shah, Sandeep Tandon",India,"Rs 14,462,750,000.0",Haryana
FreeHit Fantasy,Media & Entertainment,2020.0,Mumbai,"Prathyush Chowdary, Ramana Kovelamudi",India,,Maharashtra
FreeStand,Enterprise Tech,2019.0,New Delhi,"Kavach Chandra, Konark Sharma, Sneh Soni",India,,Delhi
FreeUp,Ecommerce,2021.0,Bengaluru,"Aakash Bhotika, Jimmy Yeoh",India,,Karnataka
